Total iteration; 8
Total Residual: 3.8054e-10
10 0.000386
Total iteration; 8
Total Residual: 2.6182e-11
100 0.002486
Total iteration; 6
Total Residual: 7.91144e-11
1000 0.006624
Total iteration; 5
Total Residual: 2.04397e-10
10000 0.051727
