n ,Inv ,LU ,G_Elim ,CG ,SOR ,CG_CSR ,SOR_CSR ,CG_Bnd ,SOR_Bnd ,CG_Sym ,SOR_Sym
10,     5.5009,     0.000014,   0.000006,   0.000405,   0.000392,   0.000117,   0.000386,   0.000117,   0.000106,   0.000144,   0.000165
100,    ,           0.031345,   0.001298,   0.017933,   0.022832,   0.00029,    0.002486,   0.000268,   0.000134,   0.001734,   0.002269
1000,   ,           329.784,    1.12639,    0.618654,   0.818544,   0.003153,   0.006624,   0.002746,   0.000717,   0.19738,    0.260318
10000,  ,           ,           1144.27,    68.9946,    ,           0.035175,   0.051727,   0.030041,   0.006091,   39.185,     ,
